desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
gpt2-small-sae_L5_U16512_D5,gpt2-small-sae,5,16512,5,Periodical publications or collected works,0.495,-0.0964033813557167,0.7531671195040612
gpt2-small-sae_L5_U16554_D1,gpt2-small-sae,5,16554,1,"Positive events, personal experiences, or proper nouns related to entertainment, sports, or news",0.4835,-0.1487915340019787,0.5606258462719326
gpt2-small-sae_L5_U16554_D2,gpt2-small-sae,5,16554,2,"Numbers, business, and technical concepts",0.4835,-0.1487915340019787,0.5606258462719326
gpt2-small-sae_L5_U16554_D3,gpt2-small-sae,5,16554,3,"Locations, proper nouns, and numbers related to places, events, or entities",0.4835,-0.1487915340019787,0.5606258462719326
gpt2-small-sae_L5_U16554_D4,gpt2-small-sae,5,16554,4,"Video file sharing, software, or online services related to media, including video resolution, file formats, platforms, and user experience",0.4835,-0.1487915340019787,0.5606258462719326
gpt2-small-sae_L5_U16554_D5,gpt2-small-sae,5,16554,5,"Products and services related to pet care, home improvement, electronics, and computing",0.4835,-0.1487915340019787,0.5606258462719326
gpt2-small-sae_L5_U16845_D1,gpt2-small-sae,5,16845,1,"Instructions related to food preparation, especially baking or chilling in a refrigerator, sometimes followed by serving instructions",0.5983999999999999,0.9043896865995156,1.2060171387511021e-18
gpt2-small-sae_L5_U16845_D2,gpt2-small-sae,5,16845,2,"A mention of a quantity, often implicitly a number, in square brackets, usually after the word ""for"" or ""of""",0.4985,-0.0412420436167973,0.8668999038035439
gpt2-small-sae_L5_U16845_D3,gpt2-small-sae,5,16845,3,Locations for additional information,0.4985,-0.0412420436167973,0.8668999038035439
gpt2-small-sae_L5_U16845_D4,gpt2-small-sae,5,16845,4,Website or online platform functionalities,0.4985,-0.0412420436167973,0.8668999038035439
gpt2-small-sae_L5_U16845_D5,gpt2-small-sae,5,16845,5,"Names, punctuation marks, and specifically the tokens ""sh"", ""!"", """""", "")"", and a newline character",0.4985,-0.0412420436167973,0.8668999038035439
gpt2-small-sae_L5_U17724_D1,gpt2-small-sae,5,17724,1,"Confirmation or guarantee of a place, position, or resource",0.4995,-0.0316227774736416,0.9282872148296558
gpt2-small-sae_L5_U17724_D2,gpt2-small-sae,5,17724,2,"Gaining, achieving, or obtaining something",0.4995,-0.0316227774736416,0.9282872148296558
gpt2-small-sae_L5_U17724_D3,gpt2-small-sae,5,17724,3,Fastening or joining objects securely,0.4995,-0.0316227774736416,0.9282872148296558
gpt2-small-sae_L5_U17724_D4,gpt2-small-sae,5,17724,4,"Finance, security, healthcare, and business-related contexts describing methods of achieving, maintaining, or improving security or stability",0.4995,-0.0316227774736416,0.9282872148296558
gpt2-small-sae_L5_U17724_D5,gpt2-small-sae,5,17724,5,"Processes, actions, or states related to making something certain, definite, or closed",0.4995,-0.0316227774736416,0.9282872148296558
gpt2-small-sae_L5_U17855_D1,gpt2-small-sae,5,17855,1,Global locations/events,0.5,0.0,1.0
gpt2-small-sae_L5_U17855_D2,gpt2-small-sae,5,17855,2,"Globally related concepts, frequently within the context of games, historical education, or culinary practices",0.5,0.0,1.0
gpt2-small-sae_L5_U17855_D3,gpt2-small-sae,5,17855,3,Global events or locations,0.5,0.0,1.0
gpt2-small-sae_L5_U17855_D4,gpt2-small-sae,5,17855,4,"A discussion of the World Trade Center, global affairs, or the world in general",0.5,0.0,1.0
gpt2-small-sae_L5_U17855_D5,gpt2-small-sae,5,17855,5,Discussions of the World Wide Web,0.5,0.0,1.0
gpt2-small-sae_L5_U22011_D1,gpt2-small-sae,5,22011,1,"Software, tools, and resources for creating and managing websites and other digital content",0.4705,-0.2318734286253843,0.4298937584182839
gpt2-small-sae_L5_U22011_D2,gpt2-small-sae,5,22011,2,Competitive performance or ranking against opponents,0.4705,-0.2318734286253843,0.4298937584182839
gpt2-small-sae_L5_U22011_D3,gpt2-small-sae,5,22011,3,Sports competitions against an opponent,0.4705,-0.2318734286253843,0.4298937584182839
gpt2-small-sae_L5_U22011_D4,gpt2-small-sae,5,22011,4,"Competitive situations, often sports or games, with emphasis on positions and actions taken by a team or individual player",0.4705,-0.2318734286253843,0.4298937584182839
gpt2-small-sae_L5_U22011_D5,gpt2-small-sae,5,22011,5,Products or items with specific measurements or dimensions,0.4705,-0.2318734286253843,0.4298937584182839
gpt2-small-sae_L5_U24156_D1,gpt2-small-sae,5,24156,1,"Positive qualities of places, often related to travel or leisure",0.4975,-0.0598103408193648,0.8262064843112343
gpt2-small-sae_L5_U24156_D2,gpt2-small-sae,5,24156,2,"Attributes of places, events, or situations that describe a high degree of activity, competitiveness, or intensity",0.4975,-0.0598103408193648,0.8262064843112343
gpt2-small-sae_L5_U24156_D3,gpt2-small-sae,5,24156,3,"Qualities of a place, event, or time",0.4975,-0.0598103408193648,0.8262064843112343
gpt2-small-sae_L5_U24156_D4,gpt2-small-sae,5,24156,4,"Sensory descriptions of states, objects, or environments",0.4975,-0.0598103408193648,0.8262064843112343
gpt2-small-sae_L5_U24156_D5,gpt2-small-sae,5,24156,5,"Adjectives describing places or situations, often related to a feeling or quality of the environment or ambiance",0.4975,-0.0598103408193648,0.8262064843112343
gpt2-small-sae_L5_U25929_D1,gpt2-small-sae,5,25929,1,Attributes or qualities of something,0.7412000000000001,0.3636036106384936,0.0015549724646194
gpt2-small-sae_L5_U25929_D2,gpt2-small-sae,5,25929,2,Membership within a group,0.619,0.3872175583708525,0.1174757792709157
gpt2-small-sae_L5_U25929_D3,gpt2-small-sae,5,25929,3,"Belonging, origins, sources, or components",0.5359999999999999,-0.027685209523813,0.6357848288069516
gpt2-small-sae_L5_U25929_D4,gpt2-small-sae,5,25929,4,"Partitive constructions, especially those relating to parts of a whole or a quantity of something",0.5160999999999999,-0.1412353566492907,0.8325435169755703
gpt2-small-sae_L5_U25929_D5,gpt2-small-sae,5,25929,5,Relating to services for homes or properties,0.492,0.0202204199824737,0.916504292783744
gpt2-small-sae_L5_U26939_D1,gpt2-small-sae,5,26939,1,"Conjunctions, abbreviations, and fragments of names related to people, media, locations, and organizations",0.5428,-0.0333795771785537,0.3751566909067341
gpt2-small-sae_L5_U26939_D2,gpt2-small-sae,5,26939,2,"Conjunctions, numbers, punctuation, and abbreviations in software and hardware documentation, gaming, and news articles",0.4495,-0.2374179809750946,0.2910487353169162
gpt2-small-sae_L5_U26939_D3,gpt2-small-sae,5,26939,3,Medical and/or chemical terms in the context of product descriptions or technical documentation,0.4495,-0.2374179809750946,0.2910487353169162
gpt2-small-sae_L5_U26939_D4,gpt2-small-sae,5,26939,4,"Locations, places, or points of interest",0.4495,-0.2374179809750946,0.2910487353169162
gpt2-small-sae_L5_U26939_D5,gpt2-small-sae,5,26939,5,"Lists, enumerations, or options connected by conjunctions, commas, or prepositions",0.4495,-0.2374179809750946,0.2910487353169162
gpt2-small-sae_L5_U28227_D1,gpt2-small-sae,5,28227,1,Quantifiable attributes of things,0.499,-0.0425372135134792,0.8930729598349715
gpt2-small-sae_L5_U28227_D2,gpt2-small-sae,5,28227,2,"Quantities related to measurements of various statistics, including prices, costs, rates, levels, amounts, numbers, and performance",0.499,-0.0425372135134792,0.8930729598349715
gpt2-small-sae_L5_U28227_D3,gpt2-small-sae,5,28227,3,"Metrics like cost, points, grade, rank, level, price, traffic, clicks, popularity, and other quantifiable measurements of value or status",0.499,-0.0425372135134792,0.8930729598349715
gpt2-small-sae_L5_U28227_D4,gpt2-small-sae,5,28227,4,"Properties and attributes of products, including material, chemical composition, color, size, strength, cost, and performance",0.499,-0.0425372135134792,0.8930729598349715
gpt2-small-sae_L5_U28227_D5,gpt2-small-sae,5,28227,5,"Financial metrics such as amounts, costs, rates, prices, returns, and values, often related to commodities, salaries, wages, or premiums",0.499,-0.0425372135134792,0.8930729598349715
gpt2-small-sae_L5_U28452_D1,gpt2-small-sae,5,28452,1,"Events, services, or items described as exceptional or noteworthy, often within the context of formal occasions, celebrations, or specific offerings",0.4815,-0.1561311010627397,0.5368328149755222
gpt2-small-sae_L5_U28452_D2,gpt2-small-sae,5,28452,2,Areas of expertise or specific fields of focus,0.4815,-0.1561311010627397,0.5368328149755222
gpt2-small-sae_L5_U28452_D3,gpt2-small-sae,5,28452,3,"Unique or notable items, events, or editions, sometimes related to holidays, hand-crafted items, or specific functionalities",0.4815,-0.1561311010627397,0.5368328149755222
gpt2-small-sae_L5_U28452_D4,gpt2-small-sae,5,28452,4,"Unique or enhanced characteristics, features, products, or services",0.4815,-0.1561311010627397,0.5368328149755222
gpt2-small-sae_L5_U28452_D5,gpt2-small-sae,5,28452,5,"Mentions of a special counsel, special education, special economic zone, a special classic movie, special thanks, a special advisor, a special abbreviated edition, a special poem, an event of special interest, something special, various specialists, or simply something special",0.4815,-0.1561311010627397,0.5368328149755222
gpt2-small-sae_L5_U28636_D1,gpt2-small-sae,5,28636,1,"Locations, often with specific details like addresses, coordinates, or names of establishments",0.4775,-0.2015377080197431,0.4938601417411973
gpt2-small-sae_L5_U28636_D2,gpt2-small-sae,5,28636,2,Online forum discussions,0.4775,-0.2015377080197431,0.4938601417411973
gpt2-small-sae_L5_U28636_D3,gpt2-small-sae,5,28636,3,"Tax obligations related to real estate transactions involving non-resident sellers, specifically the buyer's responsibility to withhold and remit a percentage of the sale price to tax authorities",0.4775,-0.2015377080197431,0.4938601417411973
gpt2-small-sae_L5_U28636_D4,gpt2-small-sae,5,28636,4,"Discussions of financial or social disparities, sometimes involving specific groups or individuals",0.4775,-0.2015377080197431,0.4938601417411973
gpt2-small-sae_L5_U28636_D5,gpt2-small-sae,5,28636,5,"Discussions of computer hardware and software, website creation and management, recipes, personal anecdotes and hobbies, product reviews, and summaries of events",0.4775,-0.2015377080197431,0.4938601417411973
gpt2-small-sae_L5_U30319_D1,gpt2-small-sae,5,30319,1,Asthma medication quick-relief,0.4835,-0.1250618927785051,0.5606258462719326
gpt2-small-sae_L5_U30319_D2,gpt2-small-sae,5,30319,2,"Personal names in various contexts, such as memorials, obituaries, historical accounts, news reports, and discussions of art and business",0.4835,-0.1250618927785051,0.5606258462719326
gpt2-small-sae_L5_U30319_D3,gpt2-small-sae,5,30319,3,A person named Fei appearing in a conversational context,0.4835,-0.1250618927785051,0.5606258462719326
gpt2-small-sae_L5_U30319_D4,gpt2-small-sae,5,30319,4,"Personal and business names, often related to legal contexts, finance, or loyalty programs",0.4835,-0.1250618927785051,0.5606258462719326
gpt2-small-sae_L5_U30319_D5,gpt2-small-sae,5,30319,5,"A type of artwork or design featuring a raised floral pattern, often mentioned alongside  a brand name",0.4835,-0.1250618927785051,0.5606258462719326
gpt2-small-sae_L5_U31286_D1,gpt2-small-sae,5,31286,1,"Second-person pronouns in instructional or user-manual style texts, frequently appearing in contexts involving explanations of processes, tools, or options available to the reader",0.5,0.0,1.0
gpt2-small-sae_L5_U31286_D2,gpt2-small-sae,5,31286,2,Second-person pronoun references in varied contexts,0.5,0.0,1.0
gpt2-small-sae_L5_U31286_D3,gpt2-small-sae,5,31286,3,Second person pronoun references in sales or promotional texts,0.5,0.0,1.0
gpt2-small-sae_L5_U31286_D4,gpt2-small-sae,5,31286,4,Second-person pronouns in varied contexts,0.5,0.0,1.0
gpt2-small-sae_L5_U31286_D5,gpt2-small-sae,5,31286,5,"Second-person personal pronouns, often in the context of providing information or instructions to the user",0.5,0.0,1.0
gpt2-small-sae_L5_U32177_D1,gpt2-small-sae,5,32177,1,"Ordinal numbers in contextual information describing locations, groups, or ordered lists",0.5235,-0.0518677985066198,0.5085021218778472
gpt2-small-sae_L5_U32177_D2,gpt2-small-sae,5,32177,2,"Ordinal numbers, often parts of multi-part articles, options, or levels of training programs",0.474,-0.0947777574979517,0.4603388435304386
gpt2-small-sae_L5_U32177_D3,gpt2-small-sae,5,32177,3,Ordinal numbers in a numbered list,0.474,-0.0947777574979517,0.4603388435304386
gpt2-small-sae_L5_U32177_D4,gpt2-small-sae,5,32177,4,"Ordinal numbers, often within the context of lists or ordered items",0.474,-0.0947777574979517,0.4603388435304386
gpt2-small-sae_L5_U32177_D5,gpt2-small-sae,5,32177,5,"Instructions, steps, or numbered procedures in a process",0.474,-0.0947777574979517,0.4603388435304386
gpt2-small-sae_L10_U900_D1,gpt2-small-sae,10,900,1,Legal or official document section numbers,1.0,320.9611250724534,5.946625244312661e-140
gpt2-small-sae_L10_U900_D2,gpt2-small-sae,10,900,2,Legal documents and code sections,0.8988,19.18601353477372,4.3707747453385844e-102
gpt2-small-sae_L10_U900_D3,gpt2-small-sae,10,900,3,"Website creation and management, including [backlinks], [SEO], and [domain] registration, online [dating] and relationships, spiritual and religious guidance (hearing [God's voice], salvation, the spirit and soul), descriptions of products/services (handmade chocolate bears, [Flash CC] design courses, vashikaran services), and personal reflections on diverse topics (the rich and poor, [film trailers], free-time activities, grace).",0.497,-0.0642256187291445,0.8091954183402301
gpt2-small-sae_L10_U900_D4,gpt2-small-sae,10,900,4,"Legislation or legal cases related to women's health, specifically reproductive rights and access to contraception, with mention of specific laws or court decisions",0.497,-0.0642256187291445,0.8091954183402301
gpt2-small-sae_L10_U900_D5,gpt2-small-sae,10,900,5,"Pajamas, costumes, or clothing, and food or cooking methods",0.497,-0.0642256187291445,0.8091954183402301
gpt2-small-sae_L10_U1319_D1,gpt2-small-sae,10,1319,1,"Products or services with technical specifications, often including numerical values for size, capacity, speed, or other measurements",0.4995,-0.0316227765621593,0.9282872148296558
gpt2-small-sae_L10_U1319_D2,gpt2-small-sae,10,1319,2,"Events, services, or establishments in a specific location",0.4995,-0.0316227765621593,0.9282872148296558
gpt2-small-sae_L10_U1319_D3,gpt2-small-sae,10,1319,3,Dictionaries or encyclopedic entries and conjunctions,0.4995,-0.0316227765621593,0.9282872148296558
gpt2-small-sae_L10_U1319_D4,gpt2-small-sae,10,1319,4,"Timestamps, specifically times of day",0.4995,-0.0316227765621593,0.9282872148296558
gpt2-small-sae_L10_U1319_D5,gpt2-small-sae,10,1319,5,"Ownership of creative digital content, specifically relating to Italian architecture or fashion accessories and their online availability",0.4995,-0.0316227765621593,0.9282872148296558
gpt2-small-sae_L10_U1690_D1,gpt2-small-sae,10,1690,1,"End of a descriptive section about services, products, events, or businesses",0.8684999999999999,1.5126045808354174,5.94916094297048e-05
gpt2-small-sae_L10_U1690_D2,gpt2-small-sae,10,1690,2,"Entertainment, sports, or current events summaries",0.0349999999999999,-1.5105962650155242,4.046716067816654e-07
gpt2-small-sae_L10_U1690_D3,gpt2-small-sae,10,1690,3,Informational or promotional content containing a question and answer format or structured advice,0.0349999999999999,-1.5105962650155242,4.046716067816654e-07
gpt2-small-sae_L10_U1690_D4,gpt2-small-sae,10,1690,4,End of text,0.0349999999999999,-1.5105962650155242,4.046716067816654e-07
gpt2-small-sae_L10_U1690_D5,gpt2-small-sae,10,1690,5,End of a section/segment/article,0.0349999999999999,-1.5105962650155242,4.046716067816654e-07
gpt2-small-sae_L10_U4369_D1,gpt2-small-sae,10,4369,1,"The activation is related to instances of ""fib"" or similar abbreviations or variations, often appearing within the context of biological or technical discussions, sometimes related to calibration or materials.",0.9962,9.466067327994212,2.978878785230292e-65
gpt2-small-sae_L10_U4369_D2,gpt2-small-sae,10,4369,2,International Business Machines (a technology company) and cystic fibrosis,0.991,4.147193379882989,6.256046127918252e-64
gpt2-small-sae_L10_U4369_D3,gpt2-small-sae,10,4369,3,"A person's name containing ""ib""",0.8892,2.718904506483557,4.080528114085599e-43
gpt2-small-sae_L10_U4369_D4,gpt2-small-sae,10,4369,4,"A substring ""ib"" or ""ibr"", often within a proper noun, especially a person's name",0.6869999999999999,0.6532137094561778,1.9149134713133008e-12
